Nummer	first_Nummer	NummerNieuw	NummerDesc	Plaats	RingKleurCode	InscriptieKleurCode	EuringCode	GeslachtCode	MetaalringNummer	MetaalringPlaats	MetaalringLandCode	color_ring	sovon_bird_notes
BVAB	BVAB	BVAB	BVAB	RU	B	W	05910	O	L89328	LL	BE		
BVAC	BVAC	GUAP	GUA.P	RU	B	W	05910	V	L906731	LL	BE		
BVAG	BVAG	BVAG	BVAG	RU	B	W	05910	V	L89330	LL	BE		
BVAH	BVAH	BVAH	BVAH	RU	B	W	05910	M	L89331	LL	BE		
GHAV	GHAV	GHAV	G.HAV	RU	B	W	05910	O	L907028	LL	BE		
BVAK	BVAK	BVAK	BVAK	RU	B	W	05910	V	L89333	LL	BE		
BVAN	BVAN	BVAN	BVAN	RU	B	W	05910	M	L904746	LL	BE		
BVAP	BVAP	NFAA	NFA.A	RU	B	W	05910	M	L909772	LL	BE		
BVAR	BVAR	BVAR	BVAR	RU	B	W	05910	V	L89337	LL	BE		
BVAV	BVAV	BVAV	BVAV	RU	B	W	05910	V	L89338	LL	BE		
BVAY	BVAY	BVAY	BVAY	RU	B	W	05910	M	L89339	LL	BE		
BWAC	BWAC	BWAC	BWAC	RU	B	W	05910	V	L89343	LL	BE		
BWAF	BWAF	BWAF	BWAF	RU	B	W	05910	O	L89345	LL	BE		
BWAG	BWAG	BWAG	BWAG	RU	B	W	05910	V	L89346	LL	BE		
BWAH	BWAH	BWAH	BWAH	RU	B	W	05910	V	L89347	LL	BE		
BWAK	BWAK	GZAX	GZ.AX	RU	B	W	05910	V	L906541	LL	BE		
ABAZ	ABAZ	ABAZ	ABAZ	LU	B	W	05910	V	L89034	RL	BE		
AAAZ	AAAZ	DFAY	D.FAY	RU	B	W	05910	M	L904847	LL	BE		
BXAA	BXAA	BXAA	BXAA	RD	B	W	05920	O	H112004	LL	BE		
BXAC	BXAC	BXAC	BXAC	RD	B	W	05920	O	H112005	LL	BE		
BXAD	BXAD	BXAD	BXAD	RD	B	W	05920	O	H112006	LL	BE		
BXAF	BXAF	BXAF	BXAF	RL	B	W	05920	O	H112007	LL	BE		
BXAG	BXAG	BXAG	BXAG	RL	B	W	05920	O	H112008	LL	BE		
BXAH	BXAH	BXAH	BXAH	RD	B	W	05920	O	H112009	LL	BE		
BXAJ	BXAJ	BXAJ	BXAJ	RD	B	W	05920	O	H112010	LL	BE		
BXAK	BXAK	BXAK	BXAK		B	W	05920	O	H112011		BE		
BXAL	BXAL	BXAL	BXAL	RL	B	W	05920	O	H112012	LL	BE		
BXAM	BXAM	BXAM	BXAM	RU	B	W	05920	O	H112013	LL	BE		
BXAN	BXAN	BXAN	BXAN	RL	B	W	05920	O	H112014	LL	BE		
BXAP	BXAP	BXAP	BXAP		B	W	05920	O	H112015		BE		
BXAR	BXAR	BXAR	BXAR	RD	B	W	05920	O	H112016	LL	BE		
BXAS	BXAS	BXAS	BXAS		B	W	05920	O	H112017		BE		
BXAT	BXAT	BXAT	BXAT		B	W	05920	O	H112018		BE		
BXAU	BXAU	BXAU	BXAU		B	W	05920	O	H112019		BE		
BXAV	BXAV	BXAV	BXAV		B	W	05920	O	H112020		BE		
BWAR	BWAR	BWAR	BWAR	RU	B	W	05920	O	H108799	LL	BE		
CAAK	CAAK	CAAK	CAAK	LD	B	W	05920	O	H112346	RL	BE		
CAAL	CAAL	CAAL	CAAL	LL	B	W	05920	O	H112347	RL	BE		
CAAM	CAAM	CNAA	CN.AA		B	W	05920	O	6166723		NL		
CAAN	CAAN	CAAN	CAAN	LD	B	W	05920	O	H112349	RL	BE		
CAAP	CAAP	CAAP	CAAP	LD	B	W	05920	O	H112350	RL	BE		
CAAR	CAAR	CAAR	CAAR	LU	B	W	05920	O	H112351	RL	BE		
CAAS	CAAS	CAAS	CAAS	RD	B	W	05920	O	H112352	LL	BE		
CAAT	CAAT	CAAT	CAAT	LD	B	W	05920	O	H112353	RL	BE		
CAAU	CAAU	CAAU	CAAU	LL	B	W	05920	O	H112354	RL	BE		
CAAV	CAAV	CAAV	CAAV	LL	B	W	05920	O	H112355	RL	BE		
CAAW	CAAW	CAAW	CAAW		B	W	05920	O	H112356		BE		
CAAX	CAAX	CAAX	CAAX	LD	B	W	05920	O	H112357	RL	BE		
CAAY	CAAY	CAAY	CAAY	LD	B	W	05920	O	H112358	RL	BE		
CAAZ	CAAZ	CAAZ	CAAZ	LD	B	W	05920	O	H112359	RL	BE		
BWAS	BWAS	BWAS	BWAS	RD	B	W	05920	O	H112360	LL	BE		
BWAT	BWAT	BWAT	BWAT	RD	B	W	05920	O	H112361	LL	BE		
BWAU	BWAU	BWAU	BWAU	RU	B	W	05920	O	H112362	LL	BE		
BWAV	BWAV	BWAV	BWAV	RU	B	W	05920	O	H112363	LL	BE		
BWAW	BWAW	BWAW	BWAW	RD	B	W	05920	O	H112364	LL	BE		
BWAX	BWAX	BWAX	BWAX		B	W	05920	O	H112365		BE		
BWAY	BWAY	BWAY	BWAY	RD	B	W	05920	O	H112366	LL	BE		
CBAA	CBAA	CBAA	CBAA	RD	B	W	05920	O	H112367	LL	BE		
CBAB	CBAB	FJAC	FJ.AC	RU	B	W	05920	M	H146416	LL	BE		
CBAC	CBAC	CBAC	CBAC	RD	B	W	05920	O	H112369	LL	BE		
CBAD	CBAD	CBAD	CBAD	RD	B	W	05920	V	H112370	LL	BE		
CBAF	CBAF	CBAF	CBAF	RL	B	W	05920	O	H112371	LL	BE		
CBAG	CBAG	CBAG	CBAG	RL	B	W	05920	O	H112372	LL	BE		
CBAH	CBAH	CBAH	CBAH	RD	B	W	05920	O	H112373	LL	BE		
CBAJ	CBAJ	CBAJ	CBAJ		B	W	05920	O	H112374		BE		
CBAK	CBAK	CBAK	CBAK	RD	B	W	05920	O	H112375	LL	BE		
CBAL	CBAL	CBAL	CBAL	RD	B	W	05920	O	H112376	LL	BE		
CBAM	CBAM	CBAM	CBAM	RD	B	W	05920	O	H112379	LL	BE		
CBAN	CBAN	CBAN	CBAN	RD	B	W	05920	O	H112380	LL	BE		
CBAP	CBAP	CBAP	CBAP	RD	B	W	05920	O	H112383	LL	BE		
CBAS	CBAS	CBAS	CBAS	RD	B	W	05920	O	H112388	LL	BE		
CBAT	CBAT	CBAT	CBAT	RD	B	W	05920	O	H112389	LL	BE		
CBAU	CBAU	CBAU	CBAU	RD	B	W	05920	O	H112390	LL	BE		
CBAV	CBAV	CBAV	CBAV	RD	B	W	05920	O	H112391	LL	BE		
CBAW	CBAW	CBAW	CBAW	RD	B	W	05920	O	H112392	LL	BE		
CBAX	CBAX	CBAX	CBAX	LL	B	W	05920	O	H112393	RL	BE		
CBAY	CBAY	CBAY	CBAY		B	W	05920	O	H112394		BE		
CBAZ	CBAZ	CBAZ	CBAZ	RD	B	W	05920	O	H112395	LL	BE		
BZAA	BZAA	BZAA	BZAA	RD	B	W	05920	O	H112396	LL	BE		
BZAB	BZAB	BZAB	BZAB	RD	B	W	05920	O	H112397	LL	BE		
BZAC	BZAC	KRAC	KR.AC	RU	B	W	05920	V	H146474	LL	BE		
BZAD	BZAD	BZAD	BZAD	RL	B	W	05920	O	H112399	LL	BE		
BZAF	BZAF	BZAF	BZAF	RD	B	W	05920	V	H112400	LL	BE		
BZAG	BZAG	BZAG	BZAG	RD	B	W	05920	O	H58309	LL	BE		
BZAH	BZAH	BZAH	BZAH	RD	B	W	05920	O	H58310	LL	BE		
BZAJ	BZAJ	BZAJ	BZAJ	RD	B	W	05920	O	H58311	LL	BE		
BZAK	BZAK	BZAK	BZAK	RD	B	W	05920	O	H58312	LL	BE		
BZAL	BZAL	BZAL	BZAL		B	W	05920	O	H58313		BE		
BZAM	BZAM	BZAM	BZAM	RD	B	W	05920	O	H58314	LL	BE		
BZAN	BZAN	BZAN	BZAN		B	W	05920	O	H58316		BE		
BZAP	BZAP	BZAP	BZAP	RD	B	W	05920	O	H58319	LL	BE		
BZAR	BZAR	BZAR	BZAR	RD	B	W	05920	O	H58320	LL	BE		
BZAS	BZAS	BZAS	BZAS	RD	B	W	05920	O	H58321	LL	BE		
BYAL	BYAL	BYAL	BYAL		B	W	05920	O	H112325		BE		
BYAM	BYAM	CZAJ	CZ.AJ	RU	B	W	05920	V	H161455	LL	BE		
BYAN	BYAN	BYAN	BYAN	RU	B	W	05920	V	H112327	LL	BE		
BYAP	BYAP	FXAY	FX.AY	RU	B	W	05920	V	H146410	LL	BE		
BYAS	BYAS	BYAS	BYAS	LD	B	W	05920	O	H112330	RL	BE		
BYAT	BYAT	BYAT	BYAT	RD	B	W	05920	O	H112331	LL	BE		
BYAU	BYAU	FSAN	F.SAN	RU	B	W	05920	M	H136829	LL	BE		
BYAW	BYAW	BYAW	BYAW	LD	B	W	05920	O	H112333	RL	BE		
BYAX	BYAX	FTAZ	F.TAZ	RU	B	W	05920	V	H136828	LL	BE		
BYAA	BYAA	BYAA	BYAA	LD	B	W	05920	O	H112335	RL	BE		
CAAA	CAAA	CAAA	CAAA	LD	B	W	05920	O	H112336	RL	BE		
CAAB	CAAB	CAAB	CAAB		B	W	05920	O	H112337		BE		
CAAC	CAAC	CAAC	CAAC	LD	B	W	05920	O	H112338	RL	BE		
CAAD	CAAD	CAAD	CAAD	LD	B	W	05920	O	H112339	RL	BE		
CAAF	CAAF	CAAF	CAAF	LD	B	W	05920	O	H112340	RL	BE		
CAAG	CAAG	CAAG	CAAG	LU	B	W	05920	O	H112341	RL	BE		
CAAH	CAAH	CAAH	CAAH	LD	B	W	05920	O	H112342	RL	BE		
CAAJ	CAAJ	CAAJ	CAAJ	LD	B	W	05920	O	H112343	RL	BE		
BHAS	BHAS	BHAS	BHAS	LU	B	W	05920	O	H99629	RL	BE		
BYAB	BYAB	BYAB	BYAB	LU	B	W	05920	M	H106700	RL	BE		
BYAC	BYAC	BYAC	BYAC	RL	B	W	05920	O	H112025	LL	BE		
BYAD	BYAD	BYAD	BYAD	RL	B	W	05920	O	H112024	LL	BE		
BYAF	BYAF	BYAF	BYAF	RU	B	W	05920	O	H112023	LL	BE		
BYAG	BYAG	BYAG	BYAG	RL	B	W	05920	O	H112022	LL	BE		
BYAH	BYAH	BYAH	BYAH	RL	B	W	05920	O	H112021	LL	BE		
BYAR	BYAR	BYAR	BYAR	RD	B	W	05920	O	H112329	LL	BE		
BYAV	BYAV	BYAV	BYAV	RD	B	W	05920	O	H108881	LL	BE		
BYAZ	BYAZ	BYAZ	BYAZ	LD	B	W	05920	O	H106699	RL	BE		
BZAT	BZAT	BZAT	BZAT	RL	B	W	05920	O	H58325	LL	BE		
BZAU	BZAU	BZAU	BZAU	RL	B	W	05920	O	H58326	LL	BE		
BZAV	BZAV	BZAV	BZAV	RD	B	W	05920	O	H58327	LL	BE		
BZAW	BZAW	BZAW	BZAW	RD	B	W	05920	O	H58328	LL	BE		
BZAX	BZAX	BZAX	BZAX	RD	B	W	05920	O	H58329	LL	BE		
BZAY	BZAY	BZAY	BZAY	LD	B	W	05920	O	H58330	RL	BE		
BZAZ	BZAZ	BZAZ	BZAZ	RU	B	W	05920	O	H58331	LL	BE		
BYAJ	BYAJ	BYAJ	BYAJ	RL	B	W	05920	O	H110183	LL	BE		
BYAK	BYAK	BYAK	BYAK		B	W	05920	O	H110184		BE		
BYAY	BYAY	BYAY	BYAY	LL	B	W	05920	O	H105452	RL	BE		
KKAW	KKAW	KKAW	KK.AW	RU	B	W	05910	V	L909699	LL	BE		
BTAZ	BTAZ	BTAZ	BTAZ		B	W	05910	O	L89181		BE		
BRAL	BRAL	BRAL	BRAL		B	W	05920	O	H106557		BE		
CBAR	CBAR	CBAR	CBAR	RD	B	W	05920	V	H112385	LL	BE		
AAAX	AAAX	AAAX	AAAX	LU	B	W	05910	M	L83458	RL	BE		
AAAY	AAAY	AAAY	AAAY	LL	B	W	05910	O	L83459	RL	BE		
AWAY	AWAY	AWAY	AWAY	LU	B	W	05910	O	L83460	RL	BE		
AWAK	AWAK	AWAK	AWAK	LU	B	W	05910	O	L83462	RL	BE		
AUAV	AUAV	AUAV	AUAV	LU	B	W	05910	M	L83467	RL	BE		
ARAB	ARAB	ARAB	ARAB	LL	B	W	05910	O	L83472	RL	BE		
ARAK	ARAK	ARAK	ARAK	LU	B	W	05910	O	L83473	RL	BE		
ARAY	ARAY	ARAY	ARAY	LU	B	W	05910	O	L83474	RL	BE		
BJAH	BJAH	BJAH	BJAH		B	W	05910	O	L83475		BE		
APAC	APAC	APAC	APAC		B	W	05910	O	L83476		BE		
ALAP	ALAP	ALAP	ALAP	LU	B	W	05910	O	L83478	RL	BE		
ANAZ	ANAZ	ANAZ	ANAZ	LU	B	W	05910	O	L83479	RL	BE		
APAV	APAV	APAV	APAV	LU	B	W	05910	O	L83480	LL	BE		
AMAD	AMAD	GFAR	GF.AR	RU	B	W	05910	M	L907009	LL	BE		
ALAJ	ALAJ	ALAJ	ALAJ	LU	B	W	05910	O	L83484	RL	BE		
AMAA	AMAA	AMAA	AMAA	RL	B	W	05910	O	L83485	LL	BE		
AHAK	AHAK	AHAK	AHAK	LU	B	W	05910	O	L83486	RL	BE		
AHAP	AHAP	DLAR	D.LAR	RU	B	W	05910	M	H146407	LL	BE		
AGAY	AGAY	AGAY	AGAY		B	W	05910	O	L89353		BE		
ABAS	ABAS	ABAS	ABAS	RU	B	W	05910	O	L89354	LL	BE		
ADAH	ADAH	ADAH	ADAH		B	W	05910	O	L89355		BE		
AJAV	AJAV	AJAV	AJAV		B	W	05910	O	L89356		BE		
ACAF	ACAF	ACAF	ACAF		B	W	05910	O	L89360		BE		
AMAX	AMAX	DKAS	DKA.S	RU	B	W	05910	M	L904918	LL	BE		
AKAP	AKAP	AKAP	AKAP		B	W	05910	O	L89364		BE		
AMAR	AMAR	AMAR	AMAR		B	W	05910	O	L89373		BE		
ABAB	ABAB	ABAB	ABAB	LU	B	W	05920	O	L89374	RL	BE		
APAX	APAX	APAX	APAX	LL	B	W	05910	O	L89376	RL	BE		
BHAW	BHAW	URAA	U.RAA	RU	B	W	05910	M	L914607	LL	BE		
AVAN	AVAN	AVAN	AVAN	LU	B	W	05910	O	L89382	RL	BE		
AVAV	AVAV	AVAV	AVAV		B	W	05910	O	L89383		BE		
AGAD	AGAD	AGAD	AGAD		B	W	05910	O	L89385		BE		
AZAZ	AZAZ	AZAZ	AZAZ		B	W	05910	O	L89386		BE		
AMAG	AMAG	AMAG	AMAG	LL	B	W	05910	O	L89387	RL	BE		
AHAY	AHAY	AHAY	AHAY		B	W	05910	O	L89388		BE		
AJAB	AJAB	AJAB	AJAB		B	W	05910	O	L89389		BE		
AHAU	AHAU	AHAU	AHAU		B	W	05910	O	L89390		BE		
ADAV	ADAV	ADAV	ADAV	LU	B	W	05910	O	L89391	RL	BE		
AGAN	AGAN	AGAN	AGAN		B	W	05910	O	L89396	LL	BE		
AFAW	AFAW	AFAW	AFAW	RU	B	W	05910	M	L89398	LL	BE		
AJAU	AJAU	AJAU	AJAU		B	W	05910	O	L89399		BE		
AJAS	AJAS	AJAS	AJAS		B	W	05910	O	L89400		BE		
AJAD	AJAD	GDAB	GDA.B	RD	B	W	05910	V	L906732	LL	BE		
ASAT	ASAT	ASAT	ASAT		B	W	05910	O	L89405		BE		
AHAR	AHAR	AHAR	AHAR	RL	B	W	05910	O	L83493	LL	BE		
ABAF	ABAF	ABAF	ABAF		B	W	05910	O	L83495		BE		
ABAT	ABAT	ABAT	ABAT	RL	B	W	05910	O	L83496	LL	BE		
ABAL	ABAL	ABAL	ABAL		B	W	05910	O	L83497		BE		
AFAV	AFAV	AFAV	AFAV	RL	B	W	05910	O	L83500	LL	BE		
ACAH	ACAH	ACAH	ACAH		B	W	05910	O	L89351		BE		
ADAB	ADAB	ADAB	ADAB		B	W	05910	O	L89352		BE		
BBAN	BBAN	BBAN	BBAN	RU	B	W	05910	O	L89500	LL	BE		
AAAH	AAAH	AAAH	AAAH	RU	B	W	05910	V	L85118	LL	BE		
AAAK	AAAK	AAAK	AAAK	RU	B	W	05910	V	L85119	LL	BE		
AAAL	AAAL	AAAL	AAAL	RU	B	W	05910	O	L85120	LL	BE		
AAAM	AAAM	AAAM	AAAM	RU	B	W	05910	M	L85121	LL	BE		
AAAN	AAAN	AAAN	AAAN	RU	B	W	05910	M	L85122	LL	BE		
AAAP	AAAP	AAAP	AAAP	RU	B	W	05910	M	L85123	LL	BE		
AAAS	AAAS	AAAS	AAAS	RL	B	W	05910	O	L85124	LL	BE		
AAAT	AAAT	KJAB	KJ.AB	RU	B	W	05910	M	L909219	LL	BE		
AAAV	AAAV	AAAV	AAAV	RU	B	W	05910	V	L85126	LL	BE		
ABAD	ABAD	ABAD	ABAD	RU	B	W	05910	V	L85127	LL	BE		
ABAH	ABAH	ABAH	ABAH		B	W	05910	O	L85128		BE		
ABAJ	ABAJ	ABAJ	ABAJ	RU	B	W	05910	M	L85129	LL	BE		
ABAN	ABAN	ABAN	ABAN		B	W	05910	O	L85130		BE		
ABAK	ABAK	KFAB	KF.AB	RU	B	W	05910	V	L904851	LL	BE		
ABAP	ABAP	ABAP	ABAP	RU	B	W	05910	O	L85132	LL	BE		
ABAR	ABAR	DHAT	DHA.T	RU	B	W	05910	M	L904833	LL	BE		
ABAV	ABAV	ABAV	ABAV	RU	B	W	05910	O	L85134	LL	BE		
ACAB	ACAB	ACAB	ACAB	RU	B	W	05910	O	L85135	LL	BE		
ACAC	ACAC	ACAC	ACAC	RU	B	W	05910	O	L85136	LL	BE		
ACAD	ACAD	ACAD	ACAD	RU	B	W	05910	O	L85137	LL	BE		
ACAJ	ACAJ	DGAW	D.GAW	RU	B	W	05910	M	L902142	LL	BE		
ACAL	ACAL	ACAL	ACAL	RU	B	W	05910	M	L85139	LL	BE		
ACAP	ACAP	ACAP	ACAP		B	W	05910	O	L85140		BE		
ACAR	ACAR	KLAR	KL.AR	RU	B	W	05910	M	L907431	LL	BE		
ACAS	ACAS	ACAS	ACAS	RU	B	W	05910	O	L85142	LL	BE		
ACAT	ACAT	ACAT	ACAT	RL	B	W	05910	O	L85143	LL	BE		
ACAU	ACAU	ACAU	ACAU	RU	B	W	05910	O	L85144	LL	BE		
ACAW	ACAW	ACAW	ACAW		B	W	05910	O	L85145		BE		
ACAY	ACAY	ACAY	ACAY		B	W	05910	O	L85146		BE		
ADAK	ADAK	ADAK	ADAK		B	W	05910	O	L85147		BE		
ADAC	ADAC	ADAC	ADAC		B	W	05910	O	L85148		BE		
ADAD	ADAD	ADAD	ADAD	RU	B	W	05910	O	L85149	LL	BE		
ADAY	ADAY	ADAY	ADAY	RU	B	W	05910	O	L89416	LL	BE		
ADAZ	ADAZ	ADAZ	ADAZ		B	W	05910	O	L89417		BE		
AFAA	AFAA	AFAA	AFAA		B	W	05910	O	L89418		BE		
AFAB	AFAB	LBAW	L.BAW	RU	B	W	05910	M	L907345	LL	BE		
AFAC	AFAC	AFAC	AFAC	RU	B	W	05910	V	L89420	LL	BE		
AFAD	AFAD	AFAD	AFAD	RL	B	W	05910	O	L89421	LL	BE		
AFAF	AFAF	AFAF	AFAF	RU	B	W	05910	M	L89422	LL	BE		
AFAG	AFAG	AFAG	AFAG	RU	B	W	05910	O	L89423	LL	BE		
AFAL	AFAL	AFAL	AFAL		B	W	05910	O	L89424		BE		
AFAM	AFAM	AFAM	AFAM		B	W	05910	O	L89425		BE		
AFAN	AFAN	AFAN	AFAN	RU	B	W	05910	O	L89426	LL	BE		
AGAL	AGAL	AGAL	AGAL		B	W	05910	O	L89438		BE		
AGAM	AGAM	AGAM	AGAM	RL	B	W	05910	O	L89439	LL	BE		
AGAS	AGAS	AGAS	AGAS	RU	B	W	05920	V	L89440	LL	BE		
AGAV	AGAV	AGAV	AGAV		B	W	05910	O	L89441		BE		
AHAC	AHAC	AHAC	AHAC		B	W	05910	O	L89442		BE		
AHAD	AHAD	AHAD	AHAD	RU	B	W	05910	O	L89443	LL	BE		
AHAF	AHAF	AHAF	AHAF		B	W	05910	O	L89444		BE		
AHAH	AHAH	AHAH	AHAH	RU	B	W	05910	M	L89445	LL	BE		
AHAJ	AHAJ	AHAJ	AHAJ	RU	B	W	05910	M	L89446	LL	BE		
AHAN	AHAN	AHAN	AHAN	RU	B	W	05910	O	L89447	LL	BE		
AHAM	AHAM	AHAM	AHAM		B	W	05910	O	L89448		BE		
ADAJ	ADAJ	ADAJ	ADAJ		B	W	05910	O	L89409		BE		
ADAM	ADAM	ADAM	ADAM		B	W	05910	O	L89410		BE		
BDAY	BDAY	BDAY	BDAY		B	W	05910	O	L89411		BE		
ADAR	ADAR	ADAR	ADAR	RU	B	W	05910	O	L89412	LL	BE		
ADAT	ADAT	ADAT	ADAT		B	W	05910	O	L89413		BE		
ADAU	ADAU	ADAU	ADAU		B	W	05910	O	L89414		BE		
ADAX	ADAX	ADAX	ADAX	LU	B	W	05910	O	L89415	RL	BE		
AFAT	AFAT	AFAT	AFAT	RU	B	W	05910	O	L89427	LL	BE		
AFAX	AFAX	AFAX	AFAX		B	W	05910	O	L89428		BE		
AFAY	AFAY	AFAY	AFAY	RU	B	W	05910	O	L89429	LL	BE		
AFAZ	AFAZ	AFAZ	AFAZ	RU	B	W	05910	O	L89430	LL	BE		
AGAA	AGAA	AGAA	AGAA	RL	B	W	05910	O	L89431	LL	BE		
AGAB	AGAB	AGAB	AGAB	RU	B	W	05910	M	L89432	LL	BE		
AGAC	AGAC	AGAC	AGAC	RU	B	W	05910	O	L89433	LL	BE		
AGAF	AGAF	DFAZ	DF.AZ	RU	B	W	05910	M	L904848	LL	BE		
AGAG	AGAG	LCAU	L.CAU	RU	B	W	05910	M	L909946	LL	BE		
AGAH	AGAH	AGAH	AGAH	RU	B	W	05910	M	L89436	LL	BE		
AGAJ	AGAJ	AGAJ	AGAJ	RU	B	W	05910	O	L89437	LL	BE		
AHAS	AHAS	LGAJ	L.GAJ	RU	B	W	05910	M	L911709	LL	BE		
AHAT	AHAT	AHAT	AHAT	RU	B	W	05910	O	L89450	LL	BE		
AJAA	AJAA	KYAC	KY.AC	RU	B	W	05910	M	L909965	LL	BE		
AJAC	AJAC	AJAC	AJAC	RL	B	W	05910	O	L89056	LL	BE		
AJAF	AJAF	AJAF	AJAF	RD	B	W	05910	O	L89057	LL	BE		
AJAG	AJAG	AJAG	AJAG		B	W	05910	O	L89058		BE		
AJAH	AJAH	AJAH	AJAH	RU	B	W	05910	M	L89059	LL	BE		
AJAJ	AJAJ	GLAD	GL.AD	RU	B	W	05910	M	L906743	LL	BE		
AJAK	AJAK	DJAK	D.JAK	RU	B	W	05910	M	L904808	LL	BE		
AJAW	AJAW	AJAW	AJAW	RU	B	W	05910	O	L89062	LL	BE		
AJAY	AJAY	AJAY	AJAY	RU	B	W	05910	M	L89063	LL	BE		
AKAF	AKAF	AKAF	AKAF		B	W	05910	O	L89064		BE		
AKAN	AKAN	AKAN	AKAN		B	W	05910	O	L89065		BE		
AKAU	AKAU	NGAB	NGA.B	RU	B	W	05910	M	L913152	LL	BE		
AKAV	AKAV	AKAV	AKAV		B	W	05910	O	L89067		BE		
AKAX	AKAX	AKAX	AKAX		B	W	05910	O	L89068		BE		
AKAY	AKAY	AKAY	AKAY		B	W	05910	O	L89069		BE		
ALAH	ALAH	ALAH	ALAH		B	W	05910	O	L89070		BE		
ALAK	ALAK	DJAL	DJ.AL	RU	B	W	05910	M	L904807	LL	BE		
ALAL	ALAL	GHAG	G.HAG	RU	B	W	05910	M	L907017	LL	BE		
ALAM	ALAM	ALAM	ALAM	RL	B	W	05910	O	L89073	LL	BE		
ALAR	ALAR	ALAR	ALAR		B	W	05910	O	L89074		BE		
ALAT	ALAT	ALAT	ALAT		B	W	05910	O	L89075		BE		
ALAV	ALAV	ALAV	ALAV	RL	B	W	05910	O	L89076	LL	BE		
ANAK	ANAK	ANAK	ANAK	RU	B	W	05910	O	L89088	LL	BE		
ANAN	ANAN	HVAC	H.VAC	RU	B	W	05910	V	L909616	LL	BE		
ANAP	ANAP	ANAP	ANAP	RU	B	W	05910	M	L89091	LL	BE		
ANAS	ANAS	ANAS	ANAS	RU	B	W	05910	M	L89092	LL	BE		
ANAU	ANAU	ANAU	ANAU		B	W	05910	O	L89093		BE		
ANAV	ANAV	ANAV	ANAV	RU	B	W	05910	O	L89094	LL	BE		
ANAW	ANAW	ANAW	ANAW	RU	B	W	05910	M	L89095	LL	BE		
APAD	APAD	APAD	APAD	RU	B	W	05910	O	L89096	LL	BE		
APAG	APAG	APAG	APAG	RU	B	W	05910	O	L89097	LL	BE		
APAH	APAH	APAH	APAH	RU	B	W	05910	M	L89098	LL	BE		
APAJ	APAJ	APAJ	APAJ		B	W	05910	O	L89099		BE		
BJAM	BJAM	BJAM	BJAM	RU	B	W	05910	O	L89100	LL	BE		
BAAL	BAAL	BAAL	BAAL		B	W	05910	O	L89101		BE		
APAL	APAL	APAL	APAL		B	W	05910	O	L89102		BE		
APAM	APAM	APAM	APAM		B	W	05910	O	L89103		BE		
APAT	APAT	APAT	APAT	RD	B	W	05910	O	L89104	LL	BE		
APAU	APAU	APAU	APAU	RU	B	W	05910	M	L89105	LL	BE		
ARAA	ARAA	ARAA	ARAA		B	W	05910	O	L89107		BE		
ARAG	ARAG	ARAG	ARAG		B	W	05910	O	L89108		BE		
ARAH	ARAH	ARAH	ARAH	RU	B	W	05910	M	L89109	LL	BE		
ARAJ	ARAJ	ARAJ	ARAJ		B	W	05910	O	L89110		BE		
ARAN	ARAN	ARAN	ARAN		B	W	05910	O	L89111		BE		
ARAR	ARAR	ARAR	ARAR	RU	B	W	05910	O	L89112	LL	BE		
ARAU	ARAU	ARAU	ARAU		B	W	05910	O	L89113		BE		
ARAX	ARAX	ARAX	ARAX		B	W	05910	O	L89114		BE		
ASAC	ASAC	ASAC	ASAC	RL	B	W	05910	O	L89115	LL	BE		
ASAS	ASAS	ASAS	ASAS	RU	B	W	05910	O	L89116	LL	BE		
ASAG	ASAG	KAAT	KA.AT	RU	B	W	05910	M	L907232	LL	BE		
ASAJ	ASAJ	ASAJ	ASAJ		B	W	05910	O	L89119		BE		
ASAK	ASAK	KMAP	KM.AP	RU	B	W	05910	M	L907409	LL	BE		
AHAV	AHAV	AHAV	AHAV	RU	B	W	05910	M	L89051	LL	BE		
AHAW	AHAW	AHAW	AHAW	RU	B	W	05910	M	L89052	LL	BE		
AHAX	AHAX	AHAX	AHAX		B	W	05910	O	L89053		BE		
AHAZ	AHAZ	AHAZ	AHAZ	RU	B	W	05910	M	L89054	LL	BE		
ALAW	ALAW	ALAW	ALAW	RU	B	W	05910	O	L89077	LL	BE		
ALAX	ALAX	ALAX	ALAX		B	W	05910	O	L89078		BE		
TZAU	TZAU	TZAU	TZ.AU	RU	B	W	05920	O	H902143	LL	BE		
TZAW	TZAW	TZAW	T.ZAW	RU	B	W	05910	O	L914726	LL	BE		
TZAY	TZAY	TZAY	TZ.AY	RU	B	W	05910	O	L914585	LL	BE		
TDAB	TDAB	TDAB	TDA.B	RU	B	W	05910	O	L914566	LL	BE		
TDAC	TDAC	TDAC	T.DAC	RU	B	W	05910	O	L914564	LL	BE		
TDAD	TDAD	TDAD	TD.AD	RU	B	W	05910	O	L914563	LL	BE		
TDAF	TDAF	TDAF	TDA.F	RU	B	W	05910	O	L914565	LL	BE		
TDAY	TDAY	TDAY	TDA.Y	RU	B	W	05910	O	L914581	LL	BE		
TFAY	TFAY	TFAY	TF.AY	RU	B	W	5920	O	L914582	LL	BE		
TGAY	TGAY	TGAY	T.GAY	RU	B	W	05910	O	L914584	LL	BE		
PTAY	PTAY	PTAY	PT.AY		B	W	05920	O	H900937		BE		
CRAR	CRAR	CRAR	C.RAR	RU	B	W	05920	O	H152716	LL	BE		
PJAS	PJAS	PJAS	P.JAS	RU	B	W	05920	V	H903032	LL	BE		
